Comunidades y Ciudades Autónomas;Periodo;Total
08 Castilla - La Mancha;2005M01;1.517
08 Castilla - La Mancha;2004M12;1.500
08 Castilla - La Mancha;2004M11;1.494
08 Castilla - La Mancha;2004M10;1.649
08 Castilla - La Mancha;2004M09;1.629
08 Castilla - La Mancha;2004M08;1.567
08 Castilla - La Mancha;2004M07;1.642
08 Castilla - La Mancha;2004M06;1.542
08 Castilla - La Mancha;2004M05;1.585
08 Castilla - La Mancha;2004M04;1.554
08 Castilla - La Mancha;2004M03;1.525
08 Castilla - La Mancha;2004M02;1.391
08 Castilla - La Mancha;2004M01;1.429
08 Castilla - La Mancha;2003M12;1.433
08 Castilla - La Mancha;2003M11;1.470
08 Castilla - La Mancha;2003M10;1.509
08 Castilla - La Mancha;2003M09;1.576
08 Castilla - La Mancha;2003M08;1.587
08 Castilla - La Mancha;2003M07;1.565
08 Castilla - La Mancha;2003M06;1.496
08 Castilla - La Mancha;2003M05;1.540
08 Castilla - La Mancha;2003M04;1.567
08 Castilla - La Mancha;2003M03;1.500
08 Castilla - La Mancha;2003M02;1.331
08 Castilla - La Mancha;2003M01;1.477
08 Castilla - La Mancha;2002M12;1.425
08 Castilla - La Mancha;2002M11;1.401
08 Castilla - La Mancha;2002M10;1.427
08 Castilla - La Mancha;2002M09;1.505
08 Castilla - La Mancha;2002M08;1.477
08 Castilla - La Mancha;2002M07;1.526
08 Castilla - La Mancha;2002M06;1.352
08 Castilla - La Mancha;2002M05;1.500
08 Castilla - La Mancha;2002M04;1.469
08 Castilla - La Mancha;2002M03;1.351
08 Castilla - La Mancha;2002M02;1.304
08 Castilla - La Mancha;2002M01;1.380
08 Castilla - La Mancha;2001M12;1.381
08 Castilla - La Mancha;2001M11;1.348
08 Castilla - La Mancha;2001M10;1.503
08 Castilla - La Mancha;2001M09;1.442
08 Castilla - La Mancha;2001M08;1.478
08 Castilla - La Mancha;2001M07;1.474
08 Castilla - La Mancha;2001M06;1.358
08 Castilla - La Mancha;2001M05;1.496
08 Castilla - La Mancha;2001M04;1.374
08 Castilla - La Mancha;2001M03;1.376
08 Castilla - La Mancha;2001M02;1.223
08 Castilla - La Mancha;2001M01;1.343
08 Castilla - La Mancha;2000M12;1.400
08 Castilla - La Mancha;2000M11;1.323
08 Castilla - La Mancha;2000M10;1.425
08 Castilla - La Mancha;2000M09;1.425
08 Castilla - La Mancha;2000M08;1.498
08 Castilla - La Mancha;2000M07;1.440
08 Castilla - La Mancha;2000M06;1.329
08 Castilla - La Mancha;2000M05;1.508
08 Castilla - La Mancha;2000M04;1.409
08 Castilla - La Mancha;2000M03;1.452
08 Castilla - La Mancha;2000M02;1.219
08 Castilla - La Mancha;2000M01;1.295
08 Castilla - La Mancha;1999M12;1.375
08 Castilla - La Mancha;1999M11;1.311
08 Castilla - La Mancha;1999M10;1.431
08 Castilla - La Mancha;1999M09;1.453
08 Castilla - La Mancha;1999M08;1.431
08 Castilla - La Mancha;1999M07;1.558
08 Castilla - La Mancha;1999M06;1.380
08 Castilla - La Mancha;1999M05;1.384
08 Castilla - La Mancha;1999M04;1.398
08 Castilla - La Mancha;1999M03;1.410
08 Castilla - La Mancha;1999M02;1.302
08 Castilla - La Mancha;1999M01;1.323
08 Castilla - La Mancha;1998M12;1.398
08 Castilla - La Mancha;1998M11;1.268
08 Castilla - La Mancha;1998M10;1.342
08 Castilla - La Mancha;1998M09;1.360
08 Castilla - La Mancha;1998M08;1.323
08 Castilla - La Mancha;1998M07;1.441
08 Castilla - La Mancha;1998M06;1.333
08 Castilla - La Mancha;1998M05;1.423
08 Castilla - La Mancha;1998M04;1.467
08 Castilla - La Mancha;1998M03;1.391
08 Castilla - La Mancha;1998M02;1.222
08 Castilla - La Mancha;1998M01;1.336
08 Castilla - La Mancha;1997M12;1.343
08 Castilla - La Mancha;1997M11;1.308
08 Castilla - La Mancha;1997M10;1.369
08 Castilla - La Mancha;1997M09;1.387
08 Castilla - La Mancha;1997M08;1.374
08 Castilla - La Mancha;1997M07;1.533
08 Castilla - La Mancha;1997M06;1.364
08 Castilla - La Mancha;1997M05;1.510
08 Castilla - La Mancha;1997M04;1.447
08 Castilla - La Mancha;1997M03;1.433
08 Castilla - La Mancha;1997M02;1.323
08 Castilla - La Mancha;1997M01;1.382
08 Castilla - La Mancha;1996M12;1.383
08 Castilla - La Mancha;1996M11;1.352
