Comunidades y Ciudades Autónomas;Periodo;Total
09 Cataluña;1982M10;5.572
09 Cataluña;1982M09;5.726
09 Cataluña;1982M08;5.447
09 Cataluña;1982M07;5.796
09 Cataluña;1982M06;5.598
09 Cataluña;1982M05;6.216
09 Cataluña;1982M04;5.831
09 Cataluña;1982M03;5.835
09 Cataluña;1982M02;5.187
09 Cataluña;1982M01;5.698
09 Cataluña;1981M12;4.662
09 Cataluña;1981M11;5.198
09 Cataluña;1981M10;5.734
09 Cataluña;1981M09;5.855
09 Cataluña;1981M08;5.817
09 Cataluña;1981M07;5.897
09 Cataluña;1981M06;5.689
09 Cataluña;1981M05;6.440
09 Cataluña;1981M04;5.957
09 Cataluña;1981M03;5.847
09 Cataluña;1981M02;5.668
09 Cataluña;1981M01;5.830
09 Cataluña;1980M12;6.049
09 Cataluña;1980M11;5.919
09 Cataluña;1980M10;6.396
09 Cataluña;1980M09;6.460
09 Cataluña;1980M08;6.637
09 Cataluña;1980M07;7.040
09 Cataluña;1980M06;6.578
09 Cataluña;1980M05;6.973
09 Cataluña;1980M04;6.977
09 Cataluña;1980M03;7.117
09 Cataluña;1980M02;6.755
09 Cataluña;1980M01;6.857
09 Cataluña;1979M12;6.977
09 Cataluña;1979M11;6.550
09 Cataluña;1979M10;6.772
09 Cataluña;1979M09;7.213
09 Cataluña;1979M08;7.151
09 Cataluña;1979M07;7.882
09 Cataluña;1979M06;7.562
09 Cataluña;1979M05;8.362
09 Cataluña;1979M04;7.634
09 Cataluña;1979M03;7.837
09 Cataluña;1979M02;6.892
09 Cataluña;1979M01;7.168
09 Cataluña;1978M12;7.301
09 Cataluña;1978M11;7.520
09 Cataluña;1978M10;8.098
09 Cataluña;1978M09;7.877
09 Cataluña;1978M08;8.058
09 Cataluña;1978M07;8.331
09 Cataluña;1978M06;8.450
09 Cataluña;1978M05;9.348
09 Cataluña;1978M04;8.452
09 Cataluña;1978M03;8.242
09 Cataluña;1978M02;7.462
09 Cataluña;1978M01;8.291
09 Cataluña;1977M12;7.650
09 Cataluña;1977M11;8.154
09 Cataluña;1977M10;8.622
09 Cataluña;1977M09;8.695
09 Cataluña;1977M08;8.736
09 Cataluña;1977M07;8.923
09 Cataluña;1977M06;9.073
09 Cataluña;1977M05;9.551
09 Cataluña;1977M04;8.578
09 Cataluña;1977M03;8.724
09 Cataluña;1977M02;7.776
09 Cataluña;1977M01;8.819
09 Cataluña;1976M12;8.608
09 Cataluña;1976M11;8.293
09 Cataluña;1976M10;8.749
09 Cataluña;1976M09;8.945
09 Cataluña;1976M08;9.051
09 Cataluña;1976M07;9.137
09 Cataluña;1976M06;8.951
09 Cataluña;1976M05;9.343
09 Cataluña;1976M04;8.145
09 Cataluña;1976M03;8.979
09 Cataluña;1976M02;8.147
09 Cataluña;1976M01;8.918
09 Cataluña;1975M12;8.488
09 Cataluña;1975M11;8.428
09 Cataluña;1975M10;9.047
09 Cataluña;1975M09;9.175
09 Cataluña;1975M08;9.317
09 Cataluña;1975M07;10.231
09 Cataluña;1975M06;9.547
09 Cataluña;1975M05;10.177
09 Cataluña;1975M04;9.538
09 Cataluña;1975M03;9.434
09 Cataluña;1975M02;8.224
09 Cataluña;1975M01;8.730
10 Comunitat Valenciana;2021M12;3.093
10 Comunitat Valenciana;2021M11;3.095
10 Comunitat Valenciana;2021M10;3.213
10 Comunitat Valenciana;2021M09;3.255
10 Comunitat Valenciana;2021M08;3.227
10 Comunitat Valenciana;2021M07;3.239
10 Comunitat Valenciana;2021M06;2.807
10 Comunitat Valenciana;2021M05;2.880
10 Comunitat Valenciana;2021M04;2.723
10 Comunitat Valenciana;2021M03;3.040
10 Comunitat Valenciana;2021M02;2.629
10 Comunitat Valenciana;2021M01;2.476
10 Comunitat Valenciana;2020M12;2.472
10 Comunitat Valenciana;2020M11;2.768
10 Comunitat Valenciana;2020M10;3.264
10 Comunitat Valenciana;2020M09;3.250
10 Comunitat Valenciana;2020M08;3.135
10 Comunitat Valenciana;2020M07;3.147
10 Comunitat Valenciana;2020M06;2.894
10 Comunitat Valenciana;2020M05;2.829
10 Comunitat Valenciana;2020M04;2.768
10 Comunitat Valenciana;2020M03;3.052
10 Comunitat Valenciana;2020M02;2.841
10 Comunitat Valenciana;2020M01;3.341
10 Comunitat Valenciana;2019M12;3.131
10 Comunitat Valenciana;2019M11;3.101
10 Comunitat Valenciana;2019M10;3.475
10 Comunitat Valenciana;2019M09;3.378
10 Comunitat Valenciana;2019M08;3.276
10 Comunitat Valenciana;2019M07;3.222
10 Comunitat Valenciana;2019M06;2.790
10 Comunitat Valenciana;2019M05;2.957
10 Comunitat Valenciana;2019M04;2.848
10 Comunitat Valenciana;2019M03;2.947
10 Comunitat Valenciana;2019M02;2.901
10 Comunitat Valenciana;2019M01;3.298
10 Comunitat Valenciana;2018M12;3.196
10 Comunitat Valenciana;2018M11;3.125
10 Comunitat Valenciana;2018M10;3.400
10 Comunitat Valenciana;2018M09;3.292
10 Comunitat Valenciana;2018M08;3.399
10 Comunitat Valenciana;2018M07;3.347
10 Comunitat Valenciana;2018M06;3.041
10 Comunitat Valenciana;2018M05;3.044
10 Comunitat Valenciana;2018M04;2.836
10 Comunitat Valenciana;2018M03;3.127
10 Comunitat Valenciana;2018M02;2.898
10 Comunitat Valenciana;2018M01;3.313
10 Comunitat Valenciana;2017M12;3.357
10 Comunitat Valenciana;2017M11;3.498
10 Comunitat Valenciana;2017M10;3.708
10 Comunitat Valenciana;2017M09;3.436
10 Comunitat Valenciana;2017M08;3.485
10 Comunitat Valenciana;2017M07;3.446
10 Comunitat Valenciana;2017M06;3.177
10 Comunitat Valenciana;2017M05;3.349
10 Comunitat Valenciana;2017M04;3.075
10 Comunitat Valenciana;2017M03;3.319
10 Comunitat Valenciana;2017M02;3.085
10 Comunitat Valenciana;2017M01;3.383
10 Comunitat Valenciana;2016M12;3.471
10 Comunitat Valenciana;2016M11;3.475
10 Comunitat Valenciana;2016M10;3.717
10 Comunitat Valenciana;2016M09;3.829
10 Comunitat Valenciana;2016M08;3.841
10 Comunitat Valenciana;2016M07;3.657
10 Comunitat Valenciana;2016M06;3.363
10 Comunitat Valenciana;2016M05;3.234
10 Comunitat Valenciana;2016M04;3.127
10 Comunitat Valenciana;2016M03;3.506
10 Comunitat Valenciana;2016M02;3.283
10 Comunitat Valenciana;2016M01;3.494
10 Comunitat Valenciana;2015M12;3.793
10 Comunitat Valenciana;2015M11;3.798
10 Comunitat Valenciana;2015M10;3.871
10 Comunitat Valenciana;2015M09;3.799
10 Comunitat Valenciana;2015M08;3.705
10 Comunitat Valenciana;2015M07;3.671
10 Comunitat Valenciana;2015M06;3.380
10 Comunitat Valenciana;2015M05;3.482
10 Comunitat Valenciana;2015M04;3.371
10 Comunitat Valenciana;2015M03;3.577
10 Comunitat Valenciana;2015M02;3.269
10 Comunitat Valenciana;2015M01;3.734
10 Comunitat Valenciana;2014M12;3.896
10 Comunitat Valenciana;2014M11;3.671
10 Comunitat Valenciana;2014M10;3.928
10 Comunitat Valenciana;2014M09;3.836
10 Comunitat Valenciana;2014M08;3.676
10 Comunitat Valenciana;2014M07;3.782
10 Comunitat Valenciana;2014M06;3.462
10 Comunitat Valenciana;2014M05;3.521
10 Comunitat Valenciana;2014M04;3.531
10 Comunitat Valenciana;2014M03;3.811
10 Comunitat Valenciana;2014M02;3.300
10 Comunitat Valenciana;2014M01;3.929
10 Comunitat Valenciana;2013M12;3.820
10 Comunitat Valenciana;2013M11;3.654
10 Comunitat Valenciana;2013M10;4.083
10 Comunitat Valenciana;2013M09;3.880
10 Comunitat Valenciana;2013M08;3.883
10 Comunitat Valenciana;2013M07;3.830
10 Comunitat Valenciana;2013M06;3.355
10 Comunitat Valenciana;2013M05;3.509
10 Comunitat Valenciana;2013M04;3.374
10 Comunitat Valenciana;2013M03;3.576
10 Comunitat Valenciana;2013M02;3.404
10 Comunitat Valenciana;2013M01;3.817
10 Comunitat Valenciana;2012M12;3.977
10 Comunitat Valenciana;2012M11;3.951
10 Comunitat Valenciana;2012M10;4.260
10 Comunitat Valenciana;2012M09;4.113
10 Comunitat Valenciana;2012M08;4.144
10 Comunitat Valenciana;2012M07;4.000
10 Comunitat Valenciana;2012M06;3.616
10 Comunitat Valenciana;2012M05;3.889
10 Comunitat Valenciana;2012M04;3.748
10 Comunitat Valenciana;2012M03;3.955
10 Comunitat Valenciana;2012M02;3.819
10 Comunitat Valenciana;2012M01;4.102
10 Comunitat Valenciana;2011M12;4.020
10 Comunitat Valenciana;2011M11;4.166
10 Comunitat Valenciana;2011M10;4.315
10 Comunitat Valenciana;2011M09;4.293
10 Comunitat Valenciana;2011M08;4.436
10 Comunitat Valenciana;2011M07;4.091
10 Comunitat Valenciana;2011M06;3.973
10 Comunitat Valenciana;2011M05;3.927
10 Comunitat Valenciana;2011M04;3.903
10 Comunitat Valenciana;2011M03;4.259
10 Comunitat Valenciana;2011M02;3.992
10 Comunitat Valenciana;2011M01;4.071
10 Comunitat Valenciana;2010M12;4.913
10 Comunitat Valenciana;2010M11;4.606
10 Comunitat Valenciana;2010M10;4.656
10 Comunitat Valenciana;2010M09;4.471
10 Comunitat Valenciana;2010M08;4.271
10 Comunitat Valenciana;2010M07;4.342
10 Comunitat Valenciana;2010M06;4.007
10 Comunitat Valenciana;2010M05;3.930
10 Comunitat Valenciana;2010M04;3.818
10 Comunitat Valenciana;2010M03;4.299
10 Comunitat Valenciana;2010M02;3.898
10 Comunitat Valenciana;2010M01;4.473
10 Comunitat Valenciana;2009M12;4.546
10 Comunitat Valenciana;2009M11;4.425
10 Comunitat Valenciana;2009M10;4.405
10 Comunitat Valenciana;2009M09;4.721
10 Comunitat Valenciana;2009M08;4.371
10 Comunitat Valenciana;2009M07;4.446
10 Comunitat Valenciana;2009M06;4.173
10 Comunitat Valenciana;2009M05;4.116
10 Comunitat Valenciana;2009M04;4.033
10 Comunitat Valenciana;2009M03;4.517
10 Comunitat Valenciana;2009M02;4.054
10 Comunitat Valenciana;2009M01;4.582
10 Comunitat Valenciana;2008M12;4.908
10 Comunitat Valenciana;2008M11;4.668
10 Comunitat Valenciana;2008M10;5.069
10 Comunitat Valenciana;2008M09;4.976
10 Comunitat Valenciana;2008M08;4.731
10 Comunitat Valenciana;2008M07;4.884
10 Comunitat Valenciana;2008M06;4.600
10 Comunitat Valenciana;2008M05;4.583
10 Comunitat Valenciana;2008M04;4.644
10 Comunitat Valenciana;2008M03;4.728
10 Comunitat Valenciana;2008M02;4.426
10 Comunitat Valenciana;2008M01;4.866
10 Comunitat Valenciana;2007M12;4.359
10 Comunitat Valenciana;2007M11;4.359
10 Comunitat Valenciana;2007M10;4.971
10 Comunitat Valenciana;2007M09;4.943
10 Comunitat Valenciana;2007M08;4.743
10 Comunitat Valenciana;2007M07;4.754
10 Comunitat Valenciana;2007M06;4.333
10 Comunitat Valenciana;2007M05;4.435
10 Comunitat Valenciana;2007M04;4.162
10 Comunitat Valenciana;2007M03;4.503
10 Comunitat Valenciana;2007M02;3.982
10 Comunitat Valenciana;2007M01;4.934
10 Comunitat Valenciana;2006M12;4.284
10 Comunitat Valenciana;2006M11;4.649
10 Comunitat Valenciana;2006M10;4.812
10 Comunitat Valenciana;2006M09;4.696
10 Comunitat Valenciana;2006M08;4.368
10 Comunitat Valenciana;2006M07;4.412
10 Comunitat Valenciana;2006M06;4.312
10 Comunitat Valenciana;2006M05;4.323
10 Comunitat Valenciana;2006M04;4.005
10 Comunitat Valenciana;2006M03;4.473
10 Comunitat Valenciana;2006M02;3.983
10 Comunitat Valenciana;2006M01;4.439
10 Comunitat Valenciana;2005M12;4.454
10 Comunitat Valenciana;2005M11;4.269
10 Comunitat Valenciana;2005M10;4.407
10 Comunitat Valenciana;2005M09;4.536
10 Comunitat Valenciana;2005M08;4.346
10 Comunitat Valenciana;2005M07;4.188
10 Comunitat Valenciana;2005M06;3.844
10 Comunitat Valenciana;2005M05;4.071
10 Comunitat Valenciana;2005M04;3.999
10 Comunitat Valenciana;2005M03;4.322
10 Comunitat Valenciana;2005M02;4.002
10 Comunitat Valenciana;2005M01;4.190
10 Comunitat Valenciana;2004M12;4.361
10 Comunitat Valenciana;2004M11;4.241
10 Comunitat Valenciana;2004M10;4.447
10 Comunitat Valenciana;2004M09;4.343
10 Comunitat Valenciana;2004M08;4.112
10 Comunitat Valenciana;2004M07;4.167
10 Comunitat Valenciana;2004M06;3.962
10 Comunitat Valenciana;2004M05;3.698
10 Comunitat Valenciana;2004M04;3.674
10 Comunitat Valenciana;2004M03;3.931
10 Comunitat Valenciana;2004M02;3.852
10 Comunitat Valenciana;2004M01;4.166
10 Comunitat Valenciana;2003M12;4.168
10 Comunitat Valenciana;2003M11;4.047
10 Comunitat Valenciana;2003M10;4.185
10 Comunitat Valenciana;2003M09;4.216
10 Comunitat Valenciana;2003M08;3.996
10 Comunitat Valenciana;2003M07;3.945
10 Comunitat Valenciana;2003M06;3.750
10 Comunitat Valenciana;2003M05;3.833
10 Comunitat Valenciana;2003M04;3.887
10 Comunitat Valenciana;2003M03;3.819
10 Comunitat Valenciana;2003M02;3.622
10 Comunitat Valenciana;2003M01;3.854
10 Comunitat Valenciana;2002M12;3.966
10 Comunitat Valenciana;2002M11;3.744
10 Comunitat Valenciana;2002M10;4.058
10 Comunitat Valenciana;2002M09;4.016
10 Comunitat Valenciana;2002M08;3.716
10 Comunitat Valenciana;2002M07;3.737
10 Comunitat Valenciana;2002M06;3.309
10 Comunitat Valenciana;2002M05;3.512
10 Comunitat Valenciana;2002M04;3.538
10 Comunitat Valenciana;2002M03;3.695
10 Comunitat Valenciana;2002M02;3.326
10 Comunitat Valenciana;2002M01;3.576
10 Comunitat Valenciana;2001M12;3.620
10 Comunitat Valenciana;2001M11;3.572
10 Comunitat Valenciana;2001M10;3.900
10 Comunitat Valenciana;2001M09;3.596
10 Comunitat Valenciana;2001M08;3.646
10 Comunitat Valenciana;2001M07;3.476
10 Comunitat Valenciana;2001M06;3.369
10 Comunitat Valenciana;2001M05;3.568
10 Comunitat Valenciana;2001M04;3.359
10 Comunitat Valenciana;2001M03;3.433
10 Comunitat Valenciana;2001M02;3.126
10 Comunitat Valenciana;2001M01;3.625
10 Comunitat Valenciana;2000M12;3.619
10 Comunitat Valenciana;2000M11;3.445
10 Comunitat Valenciana;2000M10;3.547
10 Comunitat Valenciana;2000M09;3.462
10 Comunitat Valenciana;2000M08;3.535
10 Comunitat Valenciana;2000M07;3.514
10 Comunitat Valenciana;2000M06;3.084
10 Comunitat Valenciana;2000M05;3.290
10 Comunitat Valenciana;2000M04;3.211
10 Comunitat Valenciana;2000M03;3.447
10 Comunitat Valenciana;2000M02;3.139
10 Comunitat Valenciana;2000M01;3.482
10 Comunitat Valenciana;1999M12;3.473
10 Comunitat Valenciana;1999M11;3.172
10 Comunitat Valenciana;1999M10;3.407
10 Comunitat Valenciana;1999M09;3.452
10 Comunitat Valenciana;1999M08;3.259
10 Comunitat Valenciana;1999M07;3.319
10 Comunitat Valenciana;1999M06;3.022
10 Comunitat Valenciana;1999M05;3.277
10 Comunitat Valenciana;1999M04;3.049
10 Comunitat Valenciana;1999M03;3.276
10 Comunitat Valenciana;1999M02;2.830
10 Comunitat Valenciana;1999M01;3.258
10 Comunitat Valenciana;1998M12;3.216
10 Comunitat Valenciana;1998M11;3.142
10 Comunitat Valenciana;1998M10;3.166
10 Comunitat Valenciana;1998M09;3.305
10 Comunitat Valenciana;1998M08;3.094
10 Comunitat Valenciana;1998M07;3.112
10 Comunitat Valenciana;1998M06;2.910
10 Comunitat Valenciana;1998M05;3.124
10 Comunitat Valenciana;1998M04;3.016
10 Comunitat Valenciana;1998M03;3.087
10 Comunitat Valenciana;1998M02;2.818
10 Comunitat Valenciana;1998M01;2.936
10 Comunitat Valenciana;1997M12;3.207
10 Comunitat Valenciana;1997M11;2.937
10 Comunitat Valenciana;1997M10;3.024
10 Comunitat Valenciana;1997M09;2.907
10 Comunitat Valenciana;1997M08;3.046
10 Comunitat Valenciana;1997M07;3.153
10 Comunitat Valenciana;1997M06;3.039
10 Comunitat Valenciana;1997M05;3.079
10 Comunitat Valenciana;1997M04;3.133
10 Comunitat Valenciana;1997M03;3.137
10 Comunitat Valenciana;1997M02;2.935
10 Comunitat Valenciana;1997M01;3.227
10 Comunitat Valenciana;1996M12;3.244
10 Comunitat Valenciana;1996M11;3.045
10 Comunitat Valenciana;1996M10;3.156
10 Comunitat Valenciana;1996M09;3.080
10 Comunitat Valenciana;1996M08;2.943
10 Comunitat Valenciana;1996M07;3.046
10 Comunitat Valenciana;1996M06;2.870
10 Comunitat Valenciana;1996M05;3.105
10 Comunitat Valenciana;1996M04;3.056
10 Comunitat Valenciana;1996M03;3.113
10 Comunitat Valenciana;1996M02;2.841
10 Comunitat Valenciana;1996M01;3.106
10 Comunitat Valenciana;1995M12;3.136
10 Comunitat Valenciana;1995M11;3.057
10 Comunitat Valenciana;1995M10;3.286
10 Comunitat Valenciana;1995M09;3.258
10 Comunitat Valenciana;1995M08;3.133
10 Comunitat Valenciana;1995M07;3.154
10 Comunitat Valenciana;1995M06;2.831
10 Comunitat Valenciana;1995M05;2.934
10 Comunitat Valenciana;1995M04;2.934
10 Comunitat Valenciana;1995M03;3.269
10 Comunitat Valenciana;1995M02;2.707
10 Comunitat Valenciana;1995M01;3.047
10 Comunitat Valenciana;1994M12;3.077
10 Comunitat Valenciana;1994M11;3.142
10 Comunitat Valenciana;1994M10;3.073
10 Comunitat Valenciana;1994M09;3.089
10 Comunitat Valenciana;1994M08;3.059
10 Comunitat Valenciana;1994M07;3.104
10 Comunitat Valenciana;1994M06;2.995
10 Comunitat Valenciana;1994M05;3.198
10 Comunitat Valenciana;1994M04;3.146
10 Comunitat Valenciana;1994M03;3.239
10 Comunitat Valenciana;1994M02;2.869
10 Comunitat Valenciana;1994M01;3.099
10 Comunitat Valenciana;1993M12;3.178
10 Comunitat Valenciana;1993M11;3.086
10 Comunitat Valenciana;1993M10;3.287
10 Comunitat Valenciana;1993M09;3.251
10 Comunitat Valenciana;1993M08;3.223
10 Comunitat Valenciana;1993M07;3.280
10 Comunitat Valenciana;1993M06;3.043
10 Comunitat Valenciana;1993M05;3.248
10 Comunitat Valenciana;1993M04;3.170
10 Comunitat Valenciana;1993M03;3.541
10 Comunitat Valenciana;1993M02;2.961
10 Comunitat Valenciana;1993M01;3.453
10 Comunitat Valenciana;1992M12;3.364
10 Comunitat Valenciana;1992M11;3.295
10 Comunitat Valenciana;1992M10;3.481
10 Comunitat Valenciana;1992M09;3.455
10 Comunitat Valenciana;1992M08;3.392
10 Comunitat Valenciana;1992M07;3.365
10 Comunitat Valenciana;1992M06;2.895
10 Comunitat Valenciana;1992M05;3.215
10 Comunitat Valenciana;1992M04;3.377
10 Comunitat Valenciana;1992M03;3.359
10 Comunitat Valenciana;1992M02;3.200
10 Comunitat Valenciana;1992M01;3.346
10 Comunitat Valenciana;1991M12;3.219
10 Comunitat Valenciana;1991M11;3.376
10 Comunitat Valenciana;1991M10;3.479
10 Comunitat Valenciana;1991M09;3.525
10 Comunitat Valenciana;1991M08;3.337
10 Comunitat Valenciana;1991M07;3.327
10 Comunitat Valenciana;1991M06;3.097
10 Comunitat Valenciana;1991M05;3.239
10 Comunitat Valenciana;1991M04;3.230
10 Comunitat Valenciana;1991M03;3.369
10 Comunitat Valenciana;1991M02;3.098
10 Comunitat Valenciana;1991M01;3.421
10 Comunitat Valenciana;1990M12;3.440
10 Comunitat Valenciana;1990M11;3.315
10 Comunitat Valenciana;1990M10;3.534
10 Comunitat Valenciana;1990M09;3.443
10 Comunitat Valenciana;1990M08;3.417
10 Comunitat Valenciana;1990M07;3.451
10 Comunitat Valenciana;1990M06;3.208
10 Comunitat Valenciana;1990M05;3.306
10 Comunitat Valenciana;1990M04;3.249
10 Comunitat Valenciana;1990M03;3.319
10 Comunitat Valenciana;1990M02;3.167
10 Comunitat Valenciana;1990M01;3.445
10 Comunitat Valenciana;1989M12;3.341
10 Comunitat Valenciana;1989M11;3.372
10 Comunitat Valenciana;1989M10;3.431
10 Comunitat Valenciana;1989M09;3.351
10 Comunitat Valenciana;1989M08;3.429
10 Comunitat Valenciana;1989M07;3.256
10 Comunitat Valenciana;1989M06;3.250
10 Comunitat Valenciana;1989M05;3.477
10 Comunitat Valenciana;1989M04;3.438
10 Comunitat Valenciana;1989M03;3.400
10 Comunitat Valenciana;1989M02;3.152
10 Comunitat Valenciana;1989M01;3.308
10 Comunitat Valenciana;1988M12;3.508
10 Comunitat Valenciana;1988M11;3.422
10 Comunitat Valenciana;1988M10;3.533
10 Comunitat Valenciana;1988M09;3.661
10 Comunitat Valenciana;1988M08;3.616
10 Comunitat Valenciana;1988M07;3.410
10 Comunitat Valenciana;1988M06;3.150
10 Comunitat Valenciana;1988M05;3.367
10 Comunitat Valenciana;1988M04;3.363
10 Comunitat Valenciana;1988M03;3.567
10 Comunitat Valenciana;1988M02;3.257
10 Comunitat Valenciana;1988M01;3.475
10 Comunitat Valenciana;1987M12;3.418
10 Comunitat Valenciana;1987M11;3.335
10 Comunitat Valenciana;1987M10;3.625
10 Comunitat Valenciana;1987M09;3.688
10 Comunitat Valenciana;1987M08;3.550
10 Comunitat Valenciana;1987M07;3.469
10 Comunitat Valenciana;1987M06;3.168
10 Comunitat Valenciana;1987M05;3.473
10 Comunitat Valenciana;1987M04;3.421
10 Comunitat Valenciana;1987M03;3.576
10 Comunitat Valenciana;1987M02;3.315
10 Comunitat Valenciana;1987M01;3.601
10 Comunitat Valenciana;1986M12;3.730
10 Comunitat Valenciana;1986M11;3.552
10 Comunitat Valenciana;1986M10;3.738
10 Comunitat Valenciana;1986M09;3.727
10 Comunitat Valenciana;1986M08;3.583
10 Comunitat Valenciana;1986M07;3.683
10 Comunitat Valenciana;1986M06;3.380
10 Comunitat Valenciana;1986M05;3.650
10 Comunitat Valenciana;1986M04;3.480
10 Comunitat Valenciana;1986M03;3.658
10 Comunitat Valenciana;1986M02;3.245
10 Comunitat Valenciana;1986M01;3.511
10 Comunitat Valenciana;1985M12;3.582
10 Comunitat Valenciana;1985M11;3.414
10 Comunitat Valenciana;1985M10;3.746
10 Comunitat Valenciana;1985M09;3.645
10 Comunitat Valenciana;1985M08;3.600
10 Comunitat Valenciana;1985M07;3.843
10 Comunitat Valenciana;1985M06;3.655
10 Comunitat Valenciana;1985M05;3.997
10 Comunitat Valenciana;1985M04;3.701
10 Comunitat Valenciana;1985M03;3.868
10 Comunitat Valenciana;1985M02;3.395
10 Comunitat Valenciana;1985M01;3.836
10 Comunitat Valenciana;1984M12;3.810
10 Comunitat Valenciana;1984M11;3.673
10 Comunitat Valenciana;1984M10;4.030
10 Comunitat Valenciana;1984M09;4.023
10 Comunitat Valenciana;1984M08;3.984
10 Comunitat Valenciana;1984M07;3.881
10 Comunitat Valenciana;1984M06;3.787
10 Comunitat Valenciana;1984M05;4.000
10 Comunitat Valenciana;1984M04;3.547
10 Comunitat Valenciana;1984M03;4.055
10 Comunitat Valenciana;1984M02;3.686
10 Comunitat Valenciana;1984M01;3.941
10 Comunitat Valenciana;1983M12;4.061
10 Comunitat Valenciana;1983M11;3.763
10 Comunitat Valenciana;1983M10;3.911
10 Comunitat Valenciana;1983M09;4.140
10 Comunitat Valenciana;1983M08;4.158
10 Comunitat Valenciana;1983M07;4.149
10 Comunitat Valenciana;1983M06;3.901
10 Comunitat Valenciana;1983M05;4.105
10 Comunitat Valenciana;1983M04;3.833
10 Comunitat Valenciana;1983M03;3.922
10 Comunitat Valenciana;1983M02;3.738
10 Comunitat Valenciana;1983M01;4.052
10 Comunitat Valenciana;1982M12;4.321
10 Comunitat Valenciana;1982M11;4.116
10 Comunitat Valenciana;1982M10;4.321
10 Comunitat Valenciana;1982M09;4.344
10 Comunitat Valenciana;1982M08;4.264
10 Comunitat Valenciana;1982M07;4.268
10 Comunitat Valenciana;1982M06;4.210
10 Comunitat Valenciana;1982M05;4.620
10 Comunitat Valenciana;1982M04;4.588
10 Comunitat Valenciana;1982M03;4.418
10 Comunitat Valenciana;1982M02;4.034
10 Comunitat Valenciana;1982M01;4.214
10 Comunitat Valenciana;1981M12;4.402
10 Comunitat Valenciana;1981M11;4.166
10 Comunitat Valenciana;1981M10;4.628
10 Comunitat Valenciana;1981M09;4.634
10 Comunitat Valenciana;1981M08;4.567
10 Comunitat Valenciana;1981M07;4.685
10 Comunitat Valenciana;1981M06;4.426
10 Comunitat Valenciana;1981M05;4.805
10 Comunitat Valenciana;1981M04;4.875
10 Comunitat Valenciana;1981M03;4.589
10 Comunitat Valenciana;1981M02;4.260
10 Comunitat Valenciana;1981M01;4.632
10 Comunitat Valenciana;1980M12;4.649
10 Comunitat Valenciana;1980M11;4.593
10 Comunitat Valenciana;1980M10;5.101
10 Comunitat Valenciana;1980M09;5.056
10 Comunitat Valenciana;1980M08;4.981
10 Comunitat Valenciana;1980M07;5.048
10 Comunitat Valenciana;1980M06;4.777
10 Comunitat Valenciana;1980M05;4.912
10 Comunitat Valenciana;1980M04;4.671
10 Comunitat Valenciana;1980M03;4.861
10 Comunitat Valenciana;1980M02;4.585
10 Comunitat Valenciana;1980M01;4.944
10 Comunitat Valenciana;1979M12;4.707
10 Comunitat Valenciana;1979M11;4.796
10 Comunitat Valenciana;1979M10;5.003
10 Comunitat Valenciana;1979M09;5.016
10 Comunitat Valenciana;1979M08;5.147
10 Comunitat Valenciana;1979M07;5.468
10 Comunitat Valenciana;1979M06;5.121
10 Comunitat Valenciana;1979M05;5.673
10 Comunitat Valenciana;1979M04;5.220
10 Comunitat Valenciana;1979M03;5.302
10 Comunitat Valenciana;1979M02;4.662
10 Comunitat Valenciana;1979M01;5.648
10 Comunitat Valenciana;1978M12;4.669
10 Comunitat Valenciana;1978M11;5.001
10 Comunitat Valenciana;1978M10;5.527
10 Comunitat Valenciana;1978M09;5.373
10 Comunitat Valenciana;1978M08;5.417
10 Comunitat Valenciana;1978M07;5.377
10 Comunitat Valenciana;1978M06;5.670
10 Comunitat Valenciana;1978M05;6.109
10 Comunitat Valenciana;1978M04;5.741
10 Comunitat Valenciana;1978M03;5.626
10 Comunitat Valenciana;1978M02;4.741
10 Comunitat Valenciana;1978M01;5.356
10 Comunitat Valenciana;1977M12;5.198
10 Comunitat Valenciana;1977M11;5.232
10 Comunitat Valenciana;1977M10;5.687
10 Comunitat Valenciana;1977M09;5.569
10 Comunitat Valenciana;1977M08;5.540
10 Comunitat Valenciana;1977M07;5.714
10 Comunitat Valenciana;1977M06;5.514
10 Comunitat Valenciana;1977M05;5.829
10 Comunitat Valenciana;1977M04;5.711
10 Comunitat Valenciana;1977M03;5.685
10 Comunitat Valenciana;1977M02;4.982
10 Comunitat Valenciana;1977M01;5.514
10 Comunitat Valenciana;1976M12;5.241
10 Comunitat Valenciana;1976M11;5.298
10 Comunitat Valenciana;1976M10;5.944
10 Comunitat Valenciana;1976M09;5.849
10 Comunitat Valenciana;1976M08;5.789
10 Comunitat Valenciana;1976M07;5.622
10 Comunitat Valenciana;1976M06;5.558
10 Comunitat Valenciana;1976M05;5.630
10 Comunitat Valenciana;1976M04;5.405
10 Comunitat Valenciana;1976M03;5.656
10 Comunitat Valenciana;1976M02;5.305
10 Comunitat Valenciana;1976M01;5.709
10 Comunitat Valenciana;1975M12;5.367
10 Comunitat Valenciana;1975M11;5.102
10 Comunitat Valenciana;1975M10;5.358
10 Comunitat Valenciana;1975M09;5.485
10 Comunitat Valenciana;1975M08;5.537
10 Comunitat Valenciana;1975M07;5.995
10 Comunitat Valenciana;1975M06;5.093
10 Comunitat Valenciana;1975M05;5.663
10 Comunitat Valenciana;1975M04;5.649
10 Comunitat Valenciana;1975M03;5.604
