Comunidades y Ciudades Autónomas;Periodo;Total
09 Cataluña;2007M08;1.482
09 Cataluña;2007M07;4.090
09 Cataluña;2007M06;4.422
09 Cataluña;2007M05;3.233
09 Cataluña;2007M04;2.328
09 Cataluña;2007M03;1.929
09 Cataluña;2007M02;1.227
09 Cataluña;2007M01;1.054
09 Cataluña;2006M12;1.427
09 Cataluña;2006M11;1.764
09 Cataluña;2006M10;2.924
09 Cataluña;2006M09;4.781
09 Cataluña;2006M08;1.532
09 Cataluña;2006M07;4.425
09 Cataluña;2006M06;4.154
09 Cataluña;2006M05;3.254
09 Cataluña;2006M04;2.678
09 Cataluña;2006M03;1.790
09 Cataluña;2006M02;1.250
09 Cataluña;2006M01;991
09 Cataluña;2005M12;1.418
09 Cataluña;2005M11;1.816
09 Cataluña;2005M10;3.518
09 Cataluña;2005M09;4.626
09 Cataluña;2005M08;1.802
09 Cataluña;2005M07;4.743
09 Cataluña;2005M06;4.217
09 Cataluña;2005M05;3.348
09 Cataluña;2005M04;2.925
09 Cataluña;2005M03;1.499
09 Cataluña;2005M02;1.226
09 Cataluña;2005M01;1.029
09 Cataluña;2004M12;1.437
09 Cataluña;2004M11;1.813
09 Cataluña;2004M10;3.861
09 Cataluña;2004M09;4.693
09 Cataluña;2004M08;1.901
09 Cataluña;2004M07;4.809
09 Cataluña;2004M06;4.239
09 Cataluña;2004M05;3.884
09 Cataluña;2004M04;2.571
09 Cataluña;2004M03;1.880
09 Cataluña;2004M02;1.361
09 Cataluña;2004M01;1.011
09 Cataluña;2003M12;1.410
09 Cataluña;2003M11;1.886
09 Cataluña;2003M10;3.525
09 Cataluña;2003M09;4.699
09 Cataluña;2003M08;2.616
09 Cataluña;2003M07;4.157
09 Cataluña;2003M06;4.087
09 Cataluña;2003M05;3.955
09 Cataluña;2003M04;2.111
09 Cataluña;2003M03;1.882
09 Cataluña;2003M02;1.062
09 Cataluña;2003M01;869
09 Cataluña;2002M12;1.339
09 Cataluña;2002M11;1.909
09 Cataluña;2002M10;3.617
09 Cataluña;2002M09;4.986
09 Cataluña;2002M08;2.666
09 Cataluña;2002M07;4.114
09 Cataluña;2002M06;4.743
09 Cataluña;2002M05;3.306
09 Cataluña;2002M04;2.492
09 Cataluña;2002M03;1.637
09 Cataluña;2002M02;1.043
09 Cataluña;2002M01;682
09 Cataluña;2001M12;1.276
09 Cataluña;2001M11;1.667
09 Cataluña;2001M10;3.505
09 Cataluña;2001M09;5.576
09 Cataluña;2001M08;2.133
09 Cataluña;2001M07;4.131
09 Cataluña;2001M06;4.595
09 Cataluña;2001M05;3.296
09 Cataluña;2001M04;2.330
09 Cataluña;2001M03;1.875
09 Cataluña;2001M02;854
09 Cataluña;2001M01;667
09 Cataluña;2000M12;1.319
09 Cataluña;2000M11;1.670
09 Cataluña;2000M10;3.588
09 Cataluña;2000M09;5.937
09 Cataluña;2000M08;2.131
09 Cataluña;2000M07;4.906
09 Cataluña;2000M06;4.092
09 Cataluña;2000M05;3.485
09 Cataluña;2000M04;2.933
09 Cataluña;2000M03;1.598
09 Cataluña;2000M02;876
09 Cataluña;2000M01;711
09 Cataluña;1999M12;1.242
09 Cataluña;1999M11;1.547
09 Cataluña;1999M10;4.457
09 Cataluña;1999M09;5.057
09 Cataluña;1999M08;2.099
09 Cataluña;1999M07;4.645
09 Cataluña;1999M06;3.872
09 Cataluña;1999M05;3.650
09 Cataluña;1999M04;2.239
09 Cataluña;1999M03;1.730
09 Cataluña;1999M02;923
09 Cataluña;1999M01;730
09 Cataluña;1998M12;1.222
09 Cataluña;1998M11;1.511
09 Cataluña;1998M10;4.283
09 Cataluña;1998M09;5.208
09 Cataluña;1998M08;2.725
09 Cataluña;1998M07;4.402
09 Cataluña;1998M06;3.792
09 Cataluña;1998M05;4.040
09 Cataluña;1998M04;2.287
09 Cataluña;1998M03;1.742
09 Cataluña;1998M02;1.000
09 Cataluña;1998M01;725
09 Cataluña;1997M12;1.222
09 Cataluña;1997M11;1.621
09 Cataluña;1997M10;3.544
09 Cataluña;1997M09;4.846
09 Cataluña;1997M08;2.831
09 Cataluña;1997M07;4.173
09 Cataluña;1997M06;3.931
09 Cataluña;1997M05;3.628
09 Cataluña;1997M04;2.309
09 Cataluña;1997M03;1.589
09 Cataluña;1997M02;874
09 Cataluña;1997M01;669
09 Cataluña;1996M12;1.332
09 Cataluña;1996M11;1.658
09 Cataluña;1996M10;3.515
09 Cataluña;1996M09;5.003
09 Cataluña;1996M08;2.661
09 Cataluña;1996M07;4.041
09 Cataluña;1996M06;4.307
09 Cataluña;1996M05;3.066
09 Cataluña;1996M04;2.177
09 Cataluña;1996M03;2.052
09 Cataluña;1996M02;898
09 Cataluña;1996M01;695
09 Cataluña;1995M12;1.596
09 Cataluña;1995M11;1.635
09 Cataluña;1995M10;3.244
09 Cataluña;1995M09;5.900
09 Cataluña;1995M08;2.035
09 Cataluña;1995M07;4.936
09 Cataluña;1995M06;3.658
09 Cataluña;1995M05;2.944
09 Cataluña;1995M04;2.824
09 Cataluña;1995M03;1.678
09 Cataluña;1995M02;895
09 Cataluña;1995M01;841
09 Cataluña;1994M12;1.570
09 Cataluña;1994M11;1.503
09 Cataluña;1994M10;3.620
09 Cataluña;1994M09;5.218
09 Cataluña;1994M08;2.151
09 Cataluña;1994M07;5.014
09 Cataluña;1994M06;3.531
09 Cataluña;1994M05;2.741
09 Cataluña;1994M04;2.594
09 Cataluña;1994M03;1.690
09 Cataluña;1994M02;964
09 Cataluña;1994M01;905
09 Cataluña;1993M12;1.587
09 Cataluña;1993M11;1.526
09 Cataluña;1993M10;3.915
09 Cataluña;1993M09;5.020
09 Cataluña;1993M08;2.198
09 Cataluña;1993M07;4.925
09 Cataluña;1993M06;3.277
09 Cataluña;1993M05;3.205
09 Cataluña;1993M04;2.240
09 Cataluña;1993M03;1.784
09 Cataluña;1993M02;1.056
09 Cataluña;1993M01;1.013
09 Cataluña;1992M12;1.646
09 Cataluña;1992M11;1.657
09 Cataluña;1992M10;4.174
09 Cataluña;1992M09;5.263
09 Cataluña;1992M08;2.929
09 Cataluña;1992M07;4.052
09 Cataluña;1992M06;3.600
09 Cataluña;1992M05;3.934
09 Cataluña;1992M04;2.418
09 Cataluña;1992M03;1.960
09 Cataluña;1992M02;1.226
09 Cataluña;1992M01;1.038
09 Cataluña;1991M12;1.884
09 Cataluña;1991M11;1.974
09 Cataluña;1991M10;3.727
09 Cataluña;1991M09;5.093
09 Cataluña;1991M08;3.104
09 Cataluña;1991M07;4.322
09 Cataluña;1991M06;4.001
09 Cataluña;1991M05;3.066
09 Cataluña;1991M04;2.742
09 Cataluña;1991M03;2.120
09 Cataluña;1991M02;1.187
09 Cataluña;1991M01;1.120
09 Cataluña;1990M12;2.077
09 Cataluña;1990M11;1.900
09 Cataluña;1990M10;3.648
09 Cataluña;1990M09;5.478
09 Cataluña;1990M08;2.585
09 Cataluña;1990M07;4.403
09 Cataluña;1990M06;3.841
09 Cataluña;1990M05;2.956
09 Cataluña;1990M04;2.622
09 Cataluña;1990M03;2.119
09 Cataluña;1990M02;1.079
09 Cataluña;1990M01;1.018
09 Cataluña;1989M12;2.184
09 Cataluña;1989M11;1.826
09 Cataluña;1989M10;3.394
09 Cataluña;1989M09;5.457
09 Cataluña;1989M08;2.655
09 Cataluña;1989M07;5.161
09 Cataluña;1989M06;3.176
09 Cataluña;1989M05;2.665
09 Cataluña;1989M04;3.195
09 Cataluña;1989M03;1.928
09 Cataluña;1989M02;1.156
09 Cataluña;1989M01;1.206
09 Cataluña;1988M12;2.021
09 Cataluña;1988M11;1.769
09 Cataluña;1988M10;3.730
09 Cataluña;1988M09;4.595
09 Cataluña;1988M08;2.873
09 Cataluña;1988M07;5.051
09 Cataluña;1988M06;3.158
09 Cataluña;1988M05;2.853
09 Cataluña;1988M04;2.639
09 Cataluña;1988M03;1.961
09 Cataluña;1988M02;1.216
09 Cataluña;1988M01;1.272
09 Cataluña;1987M12;1.970
09 Cataluña;1987M11;1.705
09 Cataluña;1987M10;3.647
09 Cataluña;1987M09;4.265
09 Cataluña;1987M08;3.582
09 Cataluña;1987M07;4.096
09 Cataluña;1987M06;2.988
09 Cataluña;1987M05;3.372
09 Cataluña;1987M04;2.310
09 Cataluña;1987M03;1.812
09 Cataluña;1987M02;1.092
09 Cataluña;1987M01;1.245
09 Cataluña;1986M12;2.143
09 Cataluña;1986M11;1.705
09 Cataluña;1986M10;2.972
09 Cataluña;1986M09;3.998
09 Cataluña;1986M08;3.551
09 Cataluña;1986M07;3.993
09 Cataluña;1986M06;2.913
09 Cataluña;1986M05;3.005
09 Cataluña;1986M04;2.298
09 Cataluña;1986M03;2.016
09 Cataluña;1986M02;1.053
09 Cataluña;1986M01;1.247
09 Cataluña;1985M12;2.022
09 Cataluña;1985M11;1.847
09 Cataluña;1985M10;3.019
09 Cataluña;1985M09;3.741
09 Cataluña;1985M08;3.418
09 Cataluña;1985M07;3.878
09 Cataluña;1985M06;3.219
09 Cataluña;1985M05;2.630
09 Cataluña;1985M04;2.128
09 Cataluña;1985M03;2.331
09 Cataluña;1985M02;1.135
09 Cataluña;1985M01;1.393
09 Cataluña;1984M12;2.174
09 Cataluña;1984M11;1.440
09 Cataluña;1984M10;2.476
09 Cataluña;1984M09;3.351
09 Cataluña;1984M08;2.414
09 Cataluña;1984M07;3.693
09 Cataluña;1984M06;2.870
09 Cataluña;1984M05;2.506
09 Cataluña;1984M04;2.315
09 Cataluña;1984M03;1.974
09 Cataluña;1984M02;969
09 Cataluña;1984M01;1.171
09 Cataluña;1983M12;1.835
09 Cataluña;1983M11;1.151
09 Cataluña;1983M10;2.445
09 Cataluña;1983M09;2.918
09 Cataluña;1983M08;2.159
09 Cataluña;1983M07;4.014
09 Cataluña;1983M06;2.179
09 Cataluña;1983M05;2.195
09 Cataluña;1983M04;2.066
09 Cataluña;1983M03;1.739
09 Cataluña;1983M02;1.020
09 Cataluña;1983M01;1.314
09 Cataluña;1982M12;1.787
09 Cataluña;1982M11;1.260
09 Cataluña;1982M10;2.460
09 Cataluña;1982M09;3.061
09 Cataluña;1982M08;2.473
09 Cataluña;1982M07;3.974
09 Cataluña;1982M06;2.249
09 Cataluña;1982M05;2.692
09 Cataluña;1982M04;2.051
09 Cataluña;1982M03;1.701
09 Cataluña;1982M02;1.077
09 Cataluña;1982M01;1.268
09 Cataluña;1981M12;2.005
09 Cataluña;1981M11;1.288
09 Cataluña;1981M10;2.640
09 Cataluña;1981M09;2.994
09 Cataluña;1981M08;3.128
09 Cataluña;1981M07;3.359
09 Cataluña;1981M06;2.340
09 Cataluña;1981M05;2.936
09 Cataluña;1981M04;2.180
09 Cataluña;1981M03;1.847
09 Cataluña;1981M02;1.167
09 Cataluña;1981M01;1.370
09 Cataluña;1980M12;2.320
09 Cataluña;1980M11;1.554
09 Cataluña;1980M10;2.629
09 Cataluña;1980M09;3.089
09 Cataluña;1980M08;3.669
09 Cataluña;1980M07;4.374
09 Cataluña;1980M06;2.552
09 Cataluña;1980M05;2.907
09 Cataluña;1980M04;2.432
09 Cataluña;1980M03;2.317
09 Cataluña;1980M02;1.358
09 Cataluña;1980M01;1.391
09 Cataluña;1979M12;4.235
09 Cataluña;1979M11;1.712
09 Cataluña;1979M10;2.916
09 Cataluña;1979M09;4.142
09 Cataluña;1979M08;3.360
09 Cataluña;1979M07;4.769
09 Cataluña;1979M06;3.124
09 Cataluña;1979M05;2.824
09 Cataluña;1979M04;3.031
09 Cataluña;1979M03;2.597
09 Cataluña;1979M02;1.337
09 Cataluña;1979M01;2.084
09 Cataluña;1978M12;3.182
09 Cataluña;1978M11;2.571
09 Cataluña;1978M10;3.543
09 Cataluña;1978M09;4.501
09 Cataluña;1978M08;3.570
09 Cataluña;1978M07;5.516
09 Cataluña;1978M06;3.203
09 Cataluña;1978M05;3.276
09 Cataluña;1978M04;3.295
09 Cataluña;1978M03;3.017
09 Cataluña;1978M02;1.688
09 Cataluña;1978M01;2.889
09 Cataluña;1977M12;3.519
09 Cataluña;1977M11;2.055
09 Cataluña;1977M10;4.141
09 Cataluña;1977M09;4.717
09 Cataluña;1977M08;4.219
09 Cataluña;1977M07;6.135
09 Cataluña;1977M06;2.937
09 Cataluña;1977M05;3.790
09 Cataluña;1977M04;3.728
09 Cataluña;1977M03;3.367
09 Cataluña;1977M02;1.719
09 Cataluña;1977M01;2.600
09 Cataluña;1976M12;4.098
09 Cataluña;1976M11;2.269
09 Cataluña;1976M10;4.522
09 Cataluña;1976M09;4.731
09 Cataluña;1976M08;5.066
09 Cataluña;1976M07;5.068
09 Cataluña;1976M06;3.531
09 Cataluña;1976M05;4.290
09 Cataluña;1976M04;3.755
09 Cataluña;1976M03;3.044
09 Cataluña;1976M02;1.962
09 Cataluña;1976M01;2.188
09 Cataluña;1975M12;4.653
09 Cataluña;1975M11;2.769
09 Cataluña;1975M10;4.530
09 Cataluña;1975M09;4.601
09 Cataluña;1975M08;5.670
09 Cataluña;1975M07;5.078
09 Cataluña;1975M06;3.553
09 Cataluña;1975M05;4.303
09 Cataluña;1975M04;3.488
09 Cataluña;1975M03;3.689
09 Cataluña;1975M02;1.615
09 Cataluña;1975M01;1.916
10 Comunitat Valenciana;2021M12;1.116
10 Comunitat Valenciana;2021M11;1.255
10 Comunitat Valenciana;2021M10;2.049
10 Comunitat Valenciana;2021M09;1.997
10 Comunitat Valenciana;2021M08;901
10 Comunitat Valenciana;2021M07;1.855
10 Comunitat Valenciana;2021M06;1.881
10 Comunitat Valenciana;2021M05;1.479
10 Comunitat Valenciana;2021M04;1.052
10 Comunitat Valenciana;2021M03;925
10 Comunitat Valenciana;2021M02;775
10 Comunitat Valenciana;2021M01;633
10 Comunitat Valenciana;2020M12;907
10 Comunitat Valenciana;2020M11;959
10 Comunitat Valenciana;2020M10;1.451
10 Comunitat Valenciana;2020M09;1.495
10 Comunitat Valenciana;2020M08;738
10 Comunitat Valenciana;2020M07;1.328
10 Comunitat Valenciana;2020M06;936
10 Comunitat Valenciana;2020M05;166
10 Comunitat Valenciana;2020M04;49
10 Comunitat Valenciana;2020M03;553
10 Comunitat Valenciana;2020M02;953
10 Comunitat Valenciana;2020M01;695
10 Comunitat Valenciana;2019M12;985
10 Comunitat Valenciana;2019M11;1.352
10 Comunitat Valenciana;2019M10;1.994
10 Comunitat Valenciana;2019M09;2.201
10 Comunitat Valenciana;2019M08;949
10 Comunitat Valenciana;2019M07;1.711
10 Comunitat Valenciana;2019M06;2.193
10 Comunitat Valenciana;2019M05;1.816
10 Comunitat Valenciana;2019M04;1.223
10 Comunitat Valenciana;2019M03;1.112
10 Comunitat Valenciana;2019M02;833
10 Comunitat Valenciana;2019M01;610
10 Comunitat Valenciana;2018M12;981
10 Comunitat Valenciana;2018M11;1.340
10 Comunitat Valenciana;2018M10;2.018
10 Comunitat Valenciana;2018M09;2.407
10 Comunitat Valenciana;2018M08;1.021
10 Comunitat Valenciana;2018M07;1.702
10 Comunitat Valenciana;2018M06;2.523
10 Comunitat Valenciana;2018M05;1.612
10 Comunitat Valenciana;2018M04;1.392
10 Comunitat Valenciana;2018M03;1.022
10 Comunitat Valenciana;2018M02;803
10 Comunitat Valenciana;2018M01;672
10 Comunitat Valenciana;2017M12;961
10 Comunitat Valenciana;2017M11;1.254
10 Comunitat Valenciana;2017M10;1.894
10 Comunitat Valenciana;2017M09;2.644
10 Comunitat Valenciana;2017M08;1.014
10 Comunitat Valenciana;2017M07;2.066
10 Comunitat Valenciana;2017M06;2.433
10 Comunitat Valenciana;2017M05;1.781
10 Comunitat Valenciana;2017M04;1.445
10 Comunitat Valenciana;2017M03;1.185
10 Comunitat Valenciana;2017M02;796
10 Comunitat Valenciana;2017M01;589
10 Comunitat Valenciana;2016M12;918
10 Comunitat Valenciana;2016M11;1.315
10 Comunitat Valenciana;2016M10;2.166
10 Comunitat Valenciana;2016M09;2.584
10 Comunitat Valenciana;2016M08;1.092
10 Comunitat Valenciana;2016M07;2.142
10 Comunitat Valenciana;2016M06;2.406
10 Comunitat Valenciana;2016M05;1.754
10 Comunitat Valenciana;2016M04;1.717
10 Comunitat Valenciana;2016M03;848
10 Comunitat Valenciana;2016M02;804
10 Comunitat Valenciana;2016M01;671
10 Comunitat Valenciana;2015M12;948
10 Comunitat Valenciana;2015M11;1.112
10 Comunitat Valenciana;2015M10;2.279
10 Comunitat Valenciana;2015M09;2.335
10 Comunitat Valenciana;2015M08;1.100
10 Comunitat Valenciana;2015M07;1.991
10 Comunitat Valenciana;2015M06;2.214
10 Comunitat Valenciana;2015M05;1.915
10 Comunitat Valenciana;2015M04;1.222
10 Comunitat Valenciana;2015M03;1.024
10 Comunitat Valenciana;2015M02;777
10 Comunitat Valenciana;2015M01;641
10 Comunitat Valenciana;2014M12;879
10 Comunitat Valenciana;2014M11;1.090
10 Comunitat Valenciana;2014M10;1.978
10 Comunitat Valenciana;2014M09;2.259
10 Comunitat Valenciana;2014M08;1.162
10 Comunitat Valenciana;2014M07;2.026
10 Comunitat Valenciana;2014M06;2.189
10 Comunitat Valenciana;2014M05;1.940
10 Comunitat Valenciana;2014M04;1.108
10 Comunitat Valenciana;2014M03;980
10 Comunitat Valenciana;2014M02;770
10 Comunitat Valenciana;2014M01;576
10 Comunitat Valenciana;2013M12;790
10 Comunitat Valenciana;2013M11;1.085
10 Comunitat Valenciana;2013M10;1.687
10 Comunitat Valenciana;2013M09;2.166
10 Comunitat Valenciana;2013M08;1.147
10 Comunitat Valenciana;2013M07;1.835
10 Comunitat Valenciana;2013M06;2.275
10 Comunitat Valenciana;2013M05;1.651
10 Comunitat Valenciana;2013M04;1.254
10 Comunitat Valenciana;2013M03;887
10 Comunitat Valenciana;2013M02;687
10 Comunitat Valenciana;2013M01;606
10 Comunitat Valenciana;2012M12;847
10 Comunitat Valenciana;2012M11;1.039
10 Comunitat Valenciana;2012M10;1.830
10 Comunitat Valenciana;2012M09;2.465
10 Comunitat Valenciana;2012M08;1.052
10 Comunitat Valenciana;2012M07;1.892
10 Comunitat Valenciana;2012M06;2.561
10 Comunitat Valenciana;2012M05;1.726
10 Comunitat Valenciana;2012M04;1.115
10 Comunitat Valenciana;2012M03;1.084
10 Comunitat Valenciana;2012M02;726
10 Comunitat Valenciana;2012M01;518
10 Comunitat Valenciana;2011M12;780
10 Comunitat Valenciana;2011M11;982
10 Comunitat Valenciana;2011M10;1.843
10 Comunitat Valenciana;2011M09;2.251
10 Comunitat Valenciana;2011M08;995
10 Comunitat Valenciana;2011M07;2.169
10 Comunitat Valenciana;2011M06;2.189
10 Comunitat Valenciana;2011M05;1.781
10 Comunitat Valenciana;2011M04;1.391
10 Comunitat Valenciana;2011M03;892
10 Comunitat Valenciana;2011M02;666
10 Comunitat Valenciana;2011M01;495
10 Comunitat Valenciana;2010M12;751
10 Comunitat Valenciana;2010M11;1.001
10 Comunitat Valenciana;2010M10;2.165
10 Comunitat Valenciana;2010M09;2.162
10 Comunitat Valenciana;2010M08;961
10 Comunitat Valenciana;2010M07;2.213
10 Comunitat Valenciana;2010M06;2.289
10 Comunitat Valenciana;2010M05;1.994
10 Comunitat Valenciana;2010M04;1.288
10 Comunitat Valenciana;2010M03;1.020
10 Comunitat Valenciana;2010M02;760
10 Comunitat Valenciana;2010M01;575
10 Comunitat Valenciana;2009M12;737
10 Comunitat Valenciana;2009M11;1.032
10 Comunitat Valenciana;2009M10;2.206
10 Comunitat Valenciana;2009M09;2.312
10 Comunitat Valenciana;2009M08;1.290
10 Comunitat Valenciana;2009M07;2.053
10 Comunitat Valenciana;2009M06;2.379
10 Comunitat Valenciana;2009M05;2.309
10 Comunitat Valenciana;2009M04;1.309
10 Comunitat Valenciana;2009M03;1.187
10 Comunitat Valenciana;2009M02;750
10 Comunitat Valenciana;2009M01;578
10 Comunitat Valenciana;2008M12;880
10 Comunitat Valenciana;2008M11;1.313
10 Comunitat Valenciana;2008M10;2.398
10 Comunitat Valenciana;2008M09;2.697
10 Comunitat Valenciana;2008M08;1.514
10 Comunitat Valenciana;2008M07;2.229
10 Comunitat Valenciana;2008M06;2.639
10 Comunitat Valenciana;2008M05;2.726
10 Comunitat Valenciana;2008M04;1.831
10 Comunitat Valenciana;2008M03;1.174
10 Comunitat Valenciana;2008M02;855
10 Comunitat Valenciana;2008M01;556
10 Comunitat Valenciana;2007M12;934
10 Comunitat Valenciana;2007M11;1.538
10 Comunitat Valenciana;2007M10;2.621
10 Comunitat Valenciana;2007M09;3.245
10 Comunitat Valenciana;2007M08;1.215
10 Comunitat Valenciana;2007M07;2.353
10 Comunitat Valenciana;2007M06;3.194
10 Comunitat Valenciana;2007M05;2.278
10 Comunitat Valenciana;2007M04;1.724
10 Comunitat Valenciana;2007M03;1.758
10 Comunitat Valenciana;2007M02;788
10 Comunitat Valenciana;2007M01;562
10 Comunitat Valenciana;2006M12;981
10 Comunitat Valenciana;2006M11;1.461
10 Comunitat Valenciana;2006M10;2.624
10 Comunitat Valenciana;2006M09;3.413
10 Comunitat Valenciana;2006M08;1.303
10 Comunitat Valenciana;2006M07;2.562
10 Comunitat Valenciana;2006M06;2.951
10 Comunitat Valenciana;2006M05;2.444
10 Comunitat Valenciana;2006M04;2.226
10 Comunitat Valenciana;2006M03;1.481
10 Comunitat Valenciana;2006M02;866
10 Comunitat Valenciana;2006M01;584
10 Comunitat Valenciana;2005M12;984
10 Comunitat Valenciana;2005M11;1.650
10 Comunitat Valenciana;2005M10;3.114
10 Comunitat Valenciana;2005M09;3.097
10 Comunitat Valenciana;2005M08;1.466
10 Comunitat Valenciana;2005M07;2.856
10 Comunitat Valenciana;2005M06;2.928
10 Comunitat Valenciana;2005M05;2.449
10 Comunitat Valenciana;2005M04;2.581
10 Comunitat Valenciana;2005M03;1.186
10 Comunitat Valenciana;2005M02;1.062
10 Comunitat Valenciana;2005M01;661
10 Comunitat Valenciana;2004M12;1.175
10 Comunitat Valenciana;2004M11;1.677
10 Comunitat Valenciana;2004M10;3.526
10 Comunitat Valenciana;2004M09;3.258
10 Comunitat Valenciana;2004M08;1.677
10 Comunitat Valenciana;2004M07;2.942
10 Comunitat Valenciana;2004M06;2.956
10 Comunitat Valenciana;2004M05;2.979
10 Comunitat Valenciana;2004M04;2.086
10 Comunitat Valenciana;2004M03;1.724
10 Comunitat Valenciana;2004M02;1.118
10 Comunitat Valenciana;2004M01;687
10 Comunitat Valenciana;2003M12;1.187
10 Comunitat Valenciana;2003M11;1.814
10 Comunitat Valenciana;2003M10;3.102
10 Comunitat Valenciana;2003M09;3.311
10 Comunitat Valenciana;2003M08;2.013
10 Comunitat Valenciana;2003M07;2.481
10 Comunitat Valenciana;2003M06;2.836
10 Comunitat Valenciana;2003M05;3.028
10 Comunitat Valenciana;2003M04;1.782
10 Comunitat Valenciana;2003M03;1.829
10 Comunitat Valenciana;2003M02;921
10 Comunitat Valenciana;2003M01;605
10 Comunitat Valenciana;2002M12;1.156
10 Comunitat Valenciana;2002M11;1.956
10 Comunitat Valenciana;2002M10;3.070
10 Comunitat Valenciana;2002M09;3.312
10 Comunitat Valenciana;2002M08;1.963
10 Comunitat Valenciana;2002M07;2.112
10 Comunitat Valenciana;2002M06;3.185
10 Comunitat Valenciana;2002M05;2.360
10 Comunitat Valenciana;2002M04;2.196
10 Comunitat Valenciana;2002M03;1.502
10 Comunitat Valenciana;2002M02;904
10 Comunitat Valenciana;2002M01;453
10 Comunitat Valenciana;2001M12;1.179
10 Comunitat Valenciana;2001M11;1.720
10 Comunitat Valenciana;2001M10;3.098
10 Comunitat Valenciana;2001M09;3.585
10 Comunitat Valenciana;2001M08;1.508
10 Comunitat Valenciana;2001M07;2.164
10 Comunitat Valenciana;2001M06;2.997
10 Comunitat Valenciana;2001M05;2.232
10 Comunitat Valenciana;2001M04;1.758
10 Comunitat Valenciana;2001M03;1.773
10 Comunitat Valenciana;2001M02;759
10 Comunitat Valenciana;2001M01;423
10 Comunitat Valenciana;2000M12;1.166
10 Comunitat Valenciana;2000M11;1.675
10 Comunitat Valenciana;2000M10;3.161
10 Comunitat Valenciana;2000M09;3.695
10 Comunitat Valenciana;2000M08;1.443
10 Comunitat Valenciana;2000M07;2.566
10 Comunitat Valenciana;2000M06;2.683
10 Comunitat Valenciana;2000M05;2.300
10 Comunitat Valenciana;2000M04;2.325
10 Comunitat Valenciana;2000M03;1.484
10 Comunitat Valenciana;2000M02;797
10 Comunitat Valenciana;2000M01;552
10 Comunitat Valenciana;1999M12;1.138
10 Comunitat Valenciana;1999M11;1.454
10 Comunitat Valenciana;1999M10;3.499
10 Comunitat Valenciana;1999M09;3.051
10 Comunitat Valenciana;1999M08;1.511
10 Comunitat Valenciana;1999M07;2.452
10 Comunitat Valenciana;1999M06;2.435
10 Comunitat Valenciana;1999M05;2.329
10 Comunitat Valenciana;1999M04;1.678
10 Comunitat Valenciana;1999M03;1.595
10 Comunitat Valenciana;1999M02;832
10 Comunitat Valenciana;1999M01;524
10 Comunitat Valenciana;1998M12;1.141
10 Comunitat Valenciana;1998M11;1.454
10 Comunitat Valenciana;1998M10;3.448
10 Comunitat Valenciana;1998M09;2.978
10 Comunitat Valenciana;1998M08;1.929
10 Comunitat Valenciana;1998M07;2.250
10 Comunitat Valenciana;1998M06;2.385
10 Comunitat Valenciana;1998M05;2.537
10 Comunitat Valenciana;1998M04;1.643
10 Comunitat Valenciana;1998M03;1.479
10 Comunitat Valenciana;1998M02;950
10 Comunitat Valenciana;1998M01;561
10 Comunitat Valenciana;1997M12;1.162
10 Comunitat Valenciana;1997M11;1.502
10 Comunitat Valenciana;1997M10;2.767
10 Comunitat Valenciana;1997M09;2.908
10 Comunitat Valenciana;1997M08;1.922
10 Comunitat Valenciana;1997M07;2.030
10 Comunitat Valenciana;1997M06;2.347
10 Comunitat Valenciana;1997M05;2.247
10 Comunitat Valenciana;1997M04;1.770
10 Comunitat Valenciana;1997M03;1.257
10 Comunitat Valenciana;1997M02;706
10 Comunitat Valenciana;1997M01;535
10 Comunitat Valenciana;1996M12;1.086
10 Comunitat Valenciana;1996M11;1.530
10 Comunitat Valenciana;1996M10;2.673
10 Comunitat Valenciana;1996M09;3.002
10 Comunitat Valenciana;1996M08;1.727
10 Comunitat Valenciana;1996M07;1.822
10 Comunitat Valenciana;1996M06;2.570
10 Comunitat Valenciana;1996M05;1.973
10 Comunitat Valenciana;1996M04;1.482
10 Comunitat Valenciana;1996M03;1.625
10 Comunitat Valenciana;1996M02;720
10 Comunitat Valenciana;1996M01;523
10 Comunitat Valenciana;1995M12;1.293
10 Comunitat Valenciana;1995M11;1.293
10 Comunitat Valenciana;1995M10;2.534
10 Comunitat Valenciana;1995M09;3.481
10 Comunitat Valenciana;1995M08;1.364
10 Comunitat Valenciana;1995M07;2.392
10 Comunitat Valenciana;1995M06;2.343
10 Comunitat Valenciana;1995M05;1.915
10 Comunitat Valenciana;1995M04;2.017
10 Comunitat Valenciana;1995M03;1.409
10 Comunitat Valenciana;1995M02;786
10 Comunitat Valenciana;1995M01;694
10 Comunitat Valenciana;1994M12;1.173
10 Comunitat Valenciana;1994M11;1.231
10 Comunitat Valenciana;1994M10;2.817
10 Comunitat Valenciana;1994M09;3.029
10 Comunitat Valenciana;1994M08;1.495
10 Comunitat Valenciana;1994M07;2.504
10 Comunitat Valenciana;1994M06;2.217
10 Comunitat Valenciana;1994M05;1.737
10 Comunitat Valenciana;1994M04;1.764
10 Comunitat Valenciana;1994M03;1.228
10 Comunitat Valenciana;1994M02;732
10 Comunitat Valenciana;1994M01;656
10 Comunitat Valenciana;1993M12;1.229
10 Comunitat Valenciana;1993M11;1.229
10 Comunitat Valenciana;1993M10;2.886
10 Comunitat Valenciana;1993M09;2.812
10 Comunitat Valenciana;1993M08;1.431
